Client 0,Client 1,Client 2,Client 3,Client 4
0.6908429861068726,0.6908429861068726,0.6908429861068726,0.6908429861068726,0.6908429861068726
0.8377133011817932,0.8377133011817932,0.8377133011817932,0.8377133011817932,0.8377133011817932
1.0332063436508179,1.0332063436508179,1.0332063436508179,1.0332063436508179,1.0332063436508179
0.6718902587890625,0.6718902587890625,0.6718902587890625,0.6718902587890625,0.6718902587890625
0.6424928903579712,0.6424928903579712,0.6424928903579712,0.6424928903579712,0.6424928903579712
0.6066447496414185,0.6066447496414185,0.6066447496414185,0.6066447496414185,0.6066447496414185
0.6062136888504028,0.6062136888504028,0.6062136888504028,0.6062136888504028,0.6062136888504028
0.6271276473999023,0.6271276473999023,0.6271276473999023,0.6271276473999023,0.6271276473999023
0.5303352475166321,0.5303352475166321,0.5303352475166321,0.5303352475166321,0.5303352475166321
0.5807508230209351,0.5807508230209351,0.5807508230209351,0.5807508230209351,0.5807508230209351
0.5364301800727844,0.5777719616889954,0.5671839118003845,0.5496712923049927,0.6178565621376038
1.3228724002838135,0.7434811592102051,0.47887587547302246,1.4274332523345947,0.5342289209365845
0.6645769476890564,0.6765784025192261,0.8043525218963623,0.6219254732131958,0.6401604413986206
0.5073014497756958,0.5726094841957092,0.48482921719551086,0.6028041243553162,0.43592238426208496
0.4412475824356079,0.4996916651725769,0.3676057755947113,0.5150691866874695,0.36038273572921753
0.3788212239742279,0.4154629111289978,0.20372618734836578,0.47316014766693115,0.3641034662723541
0.30188947916030884,0.32319769263267517,0.2202947437763214,0.3882504105567932,0.2651398181915283
0.2716764211654663,0.2918761670589447,0.1327345371246338,0.3670969605445862,0.22969383001327515
0.23281271755695343,0.23451395332813263,0.16260293126106262,0.27830591797828674,0.15195704996585846
0.24835743010044098,0.12272115051746368,0.12441518902778625,0.2439461499452591,0.3639051020145416
0.7479877471923828,0.45052215456962585,0.8457085490226746,0.5013784766197205,0.41029882431030273
1.6937921047210693,1.331821322441101,2.0752601623535156,1.5205482244491577,1.6210135221481323
1.3429315090179443,0.5802465677261353,1.4315564632415771,0.568628191947937,1.3029404878616333
1.0897245407104492,0.5078740119934082,0.5346857309341431,0.5083132982254028,1.0326473712921143
0.6285673975944519,0.545351505279541,0.7501738667488098,0.49863141775131226,0.5381388068199158
0.8522752523422241,0.4357820153236389,0.5875436067581177,0.44725707173347473,0.664769172668457
0.7560831308364868,0.4487966299057007,0.5316140651702881,0.3836229741573334,0.6612207889556885
0.6026309728622437,0.38422679901123047,0.4449530839920044,0.3617978096008301,0.6135548949241638
0.5297369956970215,0.3650197982788086,0.39067476987838745,0.30639028549194336,0.4578193128108978
0.4563394784927368,0.34729552268981934,0.33940446376800537,0.30074700713157654,0.44948577880859375
0.45067188143730164,0.3193685710430145,0.28606370091438293,0.2821454405784607,0.3838542401790619
0.43127524852752686,0.44843021035194397,0.3202238976955414,0.1718578040599823,0.3958628475666046
0.4033651649951935,0.4117070734500885,0.2541223466396332,0.10089592635631561,0.3182138502597809
0.4175737798213959,0.3444427251815796,0.25754913687705994,0.06775866448879242,0.270494669675827
0.30485135316848755,0.2936699390411377,0.17498427629470825,0.05001632124185562,0.23396989703178406
0.3356710970401764,0.16234929859638214,0.10054393857717514,0.08486767113208771,0.1934913545846939
0.22546713054180145,0.14833956956863403,0.06247364729642868,0.06950557231903076,0.12614110112190247
0.20014585554599762,0.14326518774032593,0.028186621144413948,0.008953828364610672,0.09219931066036224
