Client 0,Client 1,Client 2,Client 3,Client 4
0.741352379322052,0.741352379322052,0.741352379322052,0.741352379322052,0.741352379322052
0.7625337839126587,0.7625337839126587,0.7625337839126587,0.7625337839126587,0.7625337839126587
0.6969226598739624,0.6969226598739624,0.6969226598739624,0.6969226598739624,0.6969226598739624
0.6169174313545227,0.6169174313545227,0.6169174313545227,0.6169174313545227,0.6169174313545227
0.7500413656234741,0.7500413656234741,0.7500413656234741,0.7500413656234741,0.7500413656234741
0.6324230432510376,0.6324230432510376,0.6324230432510376,0.6324230432510376,0.6324230432510376
0.5677546262741089,0.5677546262741089,0.5677546262741089,0.5677546262741089,0.5677546262741089
0.53187096118927,0.53187096118927,0.53187096118927,0.53187096118927,0.53187096118927
0.5051129460334778,0.5051129460334778,0.5051129460334778,0.5051129460334778,0.5051129460334778
0.33852604031562805,0.33852604031562805,0.33852604031562805,0.33852604031562805,0.33852604031562805
0.3936563730239868,0.4188450574874878,0.267477810382843,0.29368454217910767,0.3830004930496216
1.196597695350647,1.0542237758636475,0.3361086845397949,1.3917852640151978,1.1070444583892822
0.5449829697608948,0.5228911638259888,0.22292883694171906,0.2902350425720215,0.4996946156024933
0.5307838916778564,0.5356118679046631,0.22287365794181824,0.24158161878585815,0.45233964920043945
0.5017907619476318,0.5159817934036255,0.3222423493862152,0.3353672921657562,0.49138587713241577
0.4255982041358948,0.42779219150543213,0.1187221109867096,0.23123233020305634,0.5152034759521484
0.3660780191421509,0.3148764967918396,0.12771868705749512,0.27903521060943604,0.5049669146537781
0.264100581407547,0.24074067175388336,0.10559733211994171,0.14136023819446564,0.46747711300849915
0.24786996841430664,0.21936601400375366,0.05054296553134918,0.18584585189819336,0.37070098519325256
0.18501301109790802,0.06355084478855133,0.023766998201608658,0.09685320407152176,0.30161482095718384
0.42457759380340576,0.42457759380340576,0.42457759380340576,0.42457759380340576,0.42457759380340576
0.33958184719085693,0.33958184719085693,0.33958184719085693,0.33958184719085693,0.33958184719085693
0.31959354877471924,0.31959354877471924,0.31959354877471924,0.31959354877471924,0.31959354877471924
0.33034440875053406,0.33034440875053406,0.33034440875053406,0.33034440875053406,0.33034440875053406
0.2117898166179657,0.2117898166179657,0.2117898166179657,0.2117898166179657,0.2117898166179657
0.27270957827568054,0.27270957827568054,0.27270957827568054,0.27270957827568054,0.27270957827568054
0.29852384328842163,0.29852384328842163,0.29852384328842163,0.29852384328842163,0.29852384328842163
0.22310028970241547,0.22310028970241547,0.22310028970241547,0.22310028970241547,0.22310028970241547
0.17293347418308258,0.17293347418308258,0.17293347418308258,0.17293347418308258,0.17293347418308258
0.8074033260345459,0.8074033260345459,0.8074033260345459,0.8074033260345459,0.8074033260345459
0.40796729922294617,0.3830297589302063,0.0644945502281189,0.09012145549058914,0.2443152517080307
0.25806552171707153,0.1964738965034485,0.037915706634521484,0.06623732298612595,0.17963117361068726
0.1884613186120987,0.694324254989624,0.04939422756433487,0.056260962039232254,0.1523231714963913
0.5960716009140015,0.21663063764572144,0.010279316455125809,0.02035689167678356,0.10684745013713837
1.007349967956543,0.350818008184433,0.011552412062883377,0.012983487918972969,0.11432041227817535
0.5292540788650513,0.5310608744621277,0.01662410795688629,0.010756106115877628,0.09909708052873611
0.342734694480896,0.278492271900177,0.008106902241706848,0.012708146125078201,0.05568679794669151
0.26495224237442017,0.2255699336528778,0.0019782239105552435,0.006479558069258928,0.03314885497093201
0.27165448665618896,0.2331903725862503,0.00209820456802845,0.014036402106285095,0.019019097089767456
0.18061818182468414,0.21620318293571472,0.0024066241458058357,0.016748884692788124,0.010083280503749847
0.3229042589664459,0.3229042589664459,0.3229042589664459,0.3229042589664459,0.3229042589664459
0.3386342525482178,0.3386342525482178,0.3386342525482178,0.3386342525482178,0.3386342525482178
0.2981312572956085,0.2981312572956085,0.2981312572956085,0.2981312572956085,0.2981312572956085
0.29216304421424866,0.29216304421424866,0.29216304421424866,0.29216304421424866,0.29216304421424866
0.35697492957115173,0.35697492957115173,0.35697492957115173,0.35697492957115173,0.35697492957115173
0.3657752275466919,0.3657752275466919,0.3657752275466919,0.3657752275466919,0.3657752275466919
0.2289985567331314,0.2289985567331314,0.2289985567331314,0.2289985567331314,0.2289985567331314
0.17327648401260376,0.17327648401260376,0.17327648401260376,0.17327648401260376,0.17327648401260376
0.15608292818069458,0.15608292818069458,0.15608292818069458,0.15608292818069458,0.15608292818069458
0.14197100698947906,0.14197100698947906,0.14197100698947906,0.14197100698947906,0.14197100698947906
0.364767462015152,0.264379620552063,0.27844271063804626,0.34827449917793274,0.17409245669841766
0.2129450887441635,0.18775217235088348,0.2894836664199829,0.30787089467048645,0.16612251102924347
0.13901622593402863,0.1471681296825409,0.20862799882888794,0.26580607891082764,0.1290675848722458
0.135594442486763,0.16066499054431915,0.1884276121854782,0.23575755953788757,0.08605941385030746
0.10320940613746643,0.19275647401809692,0.11374195665121078,0.20402567088603973,0.0456099733710289
0.0912160575389862,0.14022237062454224,0.10003725439310074,0.3562500774860382,0.11687477678060532
0.05522036924958229,0.08049234747886658,0.07709292322397232,0.4137840270996094,0.017964251339435577
0.03586675226688385,0.06265582144260406,0.07369442284107208,0.22952276468276978,0.04638577997684479
0.047085076570510864,0.03980528563261032,0.06605776399374008,0.21200840175151825,0.010763181373476982
0.020125091075897217,0.05153478682041168,0.051471009850502014,0.22399741411209106,0.006222020834684372
0.16819080710411072,0.16819080710411072,0.16819080710411072,0.16819080710411072,0.16819080710411072
0.14496585726737976,0.14496585726737976,0.14496585726737976,0.14496585726737976,0.14496585726737976
0.12694182991981506,0.12694182991981506,0.12694182991981506,0.12694182991981506,0.12694182991981506
